Fold,Accuracy,Precision,Recall,F1
1,0.5265,0.5263874261540709,0.5265000000000001,0.5235779588633822
2,0.5165,0.528445659237464,0.5165,0.5185006374874509
3,0.496,0.5148974234721457,0.4960000000000001,0.4983614958248074
4,0.542,0.5434049894394726,0.5419999999999999,0.5386148971866938
5,0.53,0.5415346276522041,0.53,0.5318724998743536
