metric,mean,std
accuracy,0.13419999999999999,0.0064467045845144726
precision,0.17172133901253403,0.01609012327993665
recall,0.13445094390095547,0.006292585113554984
f1,0.09338345929016303,0.005665543481646685
train_time,286.8698611736298,
inference_time,1.9091864109039307,
,,
dataset_info,,
dataset,CIFARGS,
num_classes,10,
