fold,accuracy,precision,recall,f1
1,0.156,0.15578640541167416,0.15559120001602794,0.1553758186719744
2,0.152,0.14748912089593952,0.15143778850231016,0.14781741872362425
3,0.168,0.1630109947599013,0.16647884776939256,0.16387364303377966
4,0.1575,0.15725012538237793,0.15779206173170365,0.15574792327003378
5,0.149,0.14797549660185255,0.1491908962186726,0.14792029854897287
