fold,accuracy,precision,recall,f1
1,0.228,0.2275192519353888,0.22699985563081743,0.2232973999972673
2,0.235,0.2320138440252232,0.2354406812342747,0.22826294605673864
3,0.2535,0.24501780193840234,0.2529148247939954,0.2446953436178707
4,0.216,0.22409843278121677,0.22097325587523248,0.21403214390923103
5,0.2245,0.22529154457839864,0.22375822964054656,0.21645433888693838
