Fold,Accuracy,Precision,Recall,F1
1,0.5275,0.5398202061825196,0.5275,0.5310856580973516
2,0.508,0.5121975373945121,0.508,0.5070698782406815
3,0.5225,0.5309462023091539,0.5225,0.5230904943980128
4,0.5205,0.5254180329082248,0.5205,0.5182204882238931
5,0.542,0.5441701432795691,0.542,0.5389174569173025
