metric,mean,std
accuracy,0.23139999999999997,0.01263091445620625
precision,0.23078817505172594,0.00761099208136874
recall,0.23201736943497328,0.011522013568788984
f1,0.22534843449360925,0.010901076846531448
train_time,252.88618054389954,
inference_time,1.8481301307678222,
,,
dataset_info,,
dataset,CIFARGS,
num_classes,10,
