Fold,Accuracy,Precision,Recall,F1
1,0.5845,0.5797756587117907,0.5845,0.5780481520222487
2,0.564,0.5920151404690651,0.5640000000000001,0.5654561823237406
3,0.552,0.5669805279377267,0.552,0.5503454967360362
4,0.5805,0.5802785698027892,0.5805,0.5736269432349899
5,0.5805,0.5862957800186095,0.5805,0.576617442478696
