fold,accuracy,precision,recall,f1
1,0.1285,0.14782779757974723,0.12487091269819586,0.08472021333469504
2,0.141,0.1962964424099042,0.1387640166915476,0.10059519796544518
3,0.1345,0.16445509388911383,0.12984926606083172,0.09291918041306532
4,0.1255,0.17026257744208811,0.13640758569902486,0.09038027698889126
5,0.1415,0.17976478374181667,0.1423629383551773,0.09830242774871836
