Fold,Accuracy,Precision,Recall,F1
1,0.5465,0.5666794734409866,0.5465000000000001,0.5415787435252273
2,0.5325,0.5732889123227451,0.5325,0.5422124526739472
3,0.5775,0.5890205199995119,0.5775,0.5748235018108885
4,0.546,0.5536099921710006,0.546,0.5443572733355359
5,0.5135,0.5521413126630653,0.5135,0.5185732723476998
