fold,accuracy,precision,recall,f1
1,0.265,0.2603600101585822,0.2658960862798083,0.258646899700422
2,0.261,0.2576147036560235,0.26091942067497625,0.25615933561963045
3,0.277,0.2696161119362786,0.27725939399191607,0.2709127357763005
4,0.2655,0.2594162965888779,0.2657667951896377,0.25547737248165636
5,0.2575,0.2514686194011845,0.2563682200789046,0.2531065376321425
