Fold,Accuracy,Precision,Recall,F1
1,0.6205,0.622152564881804,0.6205,0.6179650407642658
2,0.6055,0.6132485061953481,0.6055,0.6028954215653454
3,0.6,0.6027343428371007,0.6,0.5981618462571368
4,0.622,0.6297592743679148,0.622,0.6236809017665749
5,0.59,0.5922144607655533,0.5900000000000001,0.5812777106493108
