fold,accuracy,precision,recall,f1
1,0.2595,0.2582862045448628,0.260309991157831,0.25535794974301973
2,0.265,0.25724713715229763,0.26659612092194307,0.2574174907197803
3,0.2755,0.26664201435808954,0.27547367489199076,0.26856306470593777
4,0.259,0.2538942862351298,0.26328259031148643,0.2538662695524172
5,0.263,0.2552536329319327,0.2618646978755628,0.2571093326220141
