fold,accuracy,precision,recall,f1
1,0.2365,0.23231962579802032,0.2376064057279458,0.23331631943777645
2,0.2495,0.24461916859728094,0.2504804300582485,0.24540748047396882
3,0.2725,0.2665590597160227,0.2727556867487889,0.2672179555361656
4,0.241,0.2363290994576545,0.243887336760862,0.23768214047424635
5,0.259,0.2545816241195113,0.25791165363260354,0.25460769564055147
