Fold,Accuracy,Precision,Recall,F1
1,0.572,0.5940911042334178,0.572,0.5766746163301926
2,0.572,0.5935419758154378,0.572,0.5743215068978864
3,0.606,0.6042476501489992,0.606,0.5989321144756086
4,0.584,0.5917643777854821,0.584,0.5831752305657507
5,0.569,0.5728987820290838,0.569,0.567432582806222
