Fold,Accuracy,Precision,Recall,F1
1,0.6035,0.6269425699963106,0.6035,0.6037900384472803
2,0.616,0.6196503714608534,0.616,0.6134005131934175
3,0.5745,0.5811886327834604,0.5745,0.5691360854106556
4,0.5895,0.6087361029050583,0.5894999999999999,0.5862465896113503
5,0.5855,0.58851716115174,0.5855,0.5808140281780811
