Fold,Accuracy,Precision,Recall,F1
1,0.6025,0.6101542236861579,0.6025,0.6000274356349307
2,0.604,0.6204244379377972,0.6039999999999999,0.6053694681831807
3,0.5535,0.5828278605258468,0.5535,0.5599434633100883
4,0.574,0.5864393294276837,0.5740000000000001,0.566574989150801
5,0.5955,0.5999758983863076,0.5955,0.596126225912003
