metric,mean,std
accuracy,0.2517,0.012932903772935152
precision,0.24688171553769797,0.012450042156212475
recall,0.25252830258568976,0.012162652808360035
f1,0.24764631831254175,0.012175022468377173
train_time,1098.9149729251862,
inference_time,4.8777875900268555,
,,
dataset_info,,
dataset,CIFARGS,
num_classes,10,
