Fold,Accuracy,Precision,Recall,F1
1,0.5765,0.5726617172048915,0.5765,0.572153182938824
2,0.5545,0.581036977429131,0.5545,0.5606674822354971
3,0.548,0.5684565733277371,0.548,0.5476330395093444
4,0.545,0.5614239264700641,0.545,0.5458644561784494
5,0.5865,0.5860847332289205,0.5864999999999999,0.5834642673395798
