metric,mean,std
accuracy,0.2585,0.007382411530116707
precision,0.2517738660637035,0.006644117513579278
recall,0.2589619018683651,0.0076220789287482745
f1,0.2519870438643259,0.006776518900189343
train_time,508.74378633499146,
inference_time,2.750540256500244,
,,
dataset_info,,
dataset,CIFARGS,
num_classes,10,
