Fold,Epoch,Train_Loss,Val_Loss,Train_Acc,Val_Acc
1,1,417.7252172231674,101.8073518872261,0.389625,0.436
1,2,333.339473426342,97.21041794121265,0.520125,0.484
1,3,280.131192445755,83.7437099814415,0.601625,0.547
1,4,227.17218127846718,95.004220739007,0.67725,0.5205
1,5,165.92719838023186,82.14263370633125,0.77125,0.579
1,6,125.45022547245026,89.99061749875546,0.824625,0.59
1,7,82.14058069884777,97.85821914672852,0.883625,0.572
1,8,62.16848339140415,104.48307850956917,0.916625,0.5755
1,9,46.53052885085344,108.5272960215807,0.934875,0.5995
1,10,42.12927036359906,115.00970804691315,0.93975,0.5905
1,11,28.923520329408348,112.59100240468979,0.9615,0.6145
1,12,30.451241800561547,114.6778131723404,0.956,0.592
1,13,29.92037531733513,118.89187109470367,0.960625,0.58
1,14,23.89632594306022,119.90818032622337,0.967625,0.6035
1,15,19.485974496696144,121.25968639552593,0.972875,0.605
1,16,22.54968705691863,112.54713132977486,0.96825,0.6135
1,17,24.071796759031713,126.46335843205452,0.96825,0.61
1,18,17.42130147339776,134.48590180277824,0.9765,0.574
1,19,17.280678994953632,125.59189462661743,0.9765,0.591
1,20,14.996092969318852,125.54721391946077,0.979,0.6175
2,1,410.13140404224396,118.11482013761997,0.399875,0.3735
2,2,319.8511798977852,92.41948667168617,0.54475,0.515
2,3,261.92821937799454,82.27024859189987,0.62725,0.5445
2,4,204.4389705657959,80.83143499493599,0.71175,0.5515
2,5,154.6796355843544,98.62689733505249,0.78075,0.523
2,6,109.15018144249916,101.48122212290764,0.85025,0.561
2,7,80.04924608021975,99.59111325442791,0.8875,0.5665
2,8,57.67492045275867,115.74830183386803,0.921875,0.5245
2,9,42.18973920866847,112.19230830669403,0.94225,0.592
2,10,39.85944347595796,128.96180361509323,0.945125,0.5265
2,11,35.077353180386126,119.00987023115158,0.950875,0.579
2,12,29.538771526888013,119.7562166750431,0.96,0.567
2,13,26.233315020799637,120.20600670576096,0.96325,0.573
2,14,28.643716275691986,113.7874248623848,0.9635,0.608
2,15,21.102670403080992,135.29250037670135,0.971125,0.5765
2,16,21.22098825708963,130.20814369618893,0.97025,0.586
2,17,18.598360571311787,133.56745970249176,0.973875,0.567
2,18,22.67589420778677,123.66701436042786,0.970125,0.5855
2,19,17.1463726866059,119.29747107625008,0.976375,0.588
2,20,16.408626119955443,131.94609889388084,0.978125,0.5895
3,1,423.59573125839233,109.58995693922043,0.384125,0.3765
3,2,337.2022107243538,112.42762389779091,0.5125,0.4
3,3,283.1773530840874,82.44394826889038,0.592375,0.543
3,4,222.09910660982132,100.841583609581,0.685375,0.493
3,5,174.14462558925152,82.29684779047966,0.750125,0.5785
3,6,122.31824196875095,102.23757404088974,0.829625,0.539
3,7,89.0690695643425,107.42420464754105,0.877625,0.5435
3,8,61.55522259697318,99.78388833999634,0.917,0.5885
3,9,50.5938353696838,112.77251118421555,0.931125,0.5745
3,10,36.29573921021074,123.7551879286766,0.950875,0.58
3,11,36.11646207794547,109.5849737226963,0.952375,0.5835
3,12,32.15333933895454,123.73934602737427,0.955625,0.564
3,13,25.81458043633029,118.72035112977028,0.96625,0.6075
3,14,22.845565932802856,125.23838666081429,0.96925,0.563
3,15,22.71231264132075,121.91367962956429,0.9695,0.591
3,16,16.391442792024463,157.74354669451714,0.977125,0.555
3,17,18.28329775633756,122.17570978403091,0.975625,0.6195
3,18,15.780784105067141,133.46004313230515,0.978625,0.579
3,19,23.502567073563114,122.36073344945908,0.9705,0.5985
3,20,16.735082866973244,125.40142038464546,0.978,0.5765
4,1,415.0532863140106,106.50332593917847,0.39225,0.4245
4,2,326.5880935192108,92.3728218972683,0.52675,0.498
4,3,271.61494863033295,79.18381232023239,0.618625,0.562
4,4,223.00248485803604,111.51024687290192,0.687875,0.4595
4,5,171.86361402273178,80.60026982426643,0.764375,0.5705
4,6,125.07276150584221,87.42676675319672,0.82725,0.577
4,7,85.55013077706099,110.79396069049835,0.88075,0.533
4,8,66.59431439824402,90.76828891038895,0.907375,0.595
4,9,51.19641196727753,103.13925421237946,0.92875,0.5775
4,10,40.721120533533394,110.31237918138504,0.943125,0.585
4,11,35.06434690114111,118.31201934814453,0.95,0.553
4,12,27.29804249899462,129.7138016819954,0.96175,0.584
4,13,30.355199007783085,114.69579139351845,0.961625,0.601
4,14,19.684243390336633,125.00653946399689,0.975,0.5975
4,15,23.51226405450143,135.14968580007553,0.97,0.5675
4,16,21.543391307117417,133.99060687422752,0.971125,0.573
4,17,26.722325254697353,127.42570114135742,0.961625,0.5715
4,18,17.59510570857674,133.11339801549911,0.975875,0.579
4,19,20.174331062939018,119.31925693154335,0.9715,0.6045
4,20,14.034846065682359,150.3661562204361,0.98075,0.5385
5,1,411.56988775730133,96.77173396945,0.399625,0.4355
5,2,324.08610463142395,109.65324804186821,0.541375,0.4275
5,3,268.94635647535324,90.26562774181366,0.614375,0.502
5,4,212.44461143016815,91.67952299118042,0.70125,0.517
5,5,161.2964699268341,100.0977194905281,0.7715,0.514
5,6,117.59188690781593,93.6672337949276,0.838875,0.5535
5,7,83.0872370377183,113.71024025976658,0.888625,0.5425
5,8,61.11924942955375,118.4449762403965,0.9155,0.5435
5,9,47.34925964474678,100.11178535223007,0.936,0.5965
5,10,38.98270005825907,124.02468407154083,0.948125,0.5635
5,11,35.67726578563452,129.3199444115162,0.949875,0.562
5,12,25.26859568292275,134.75368517637253,0.965625,0.5545
5,13,25.774116661399603,137.24190002679825,0.9655,0.555
5,14,26.045549879781902,126.21012476086617,0.96425,0.5855
5,15,21.291512340307236,195.5710482224822,0.97275,0.475
5,16,22.929116582963616,139.45605546236038,0.969,0.552
5,17,14.452013204805553,129.77642500400543,0.981,0.576
5,18,20.08127351908479,140.00333905220032,0.973125,0.5495
5,19,21.463015937944874,145.61914432048798,0.970375,0.565
5,20,14.621070462628268,135.6227576136589,0.980375,0.589
