Fold,Accuracy,Precision,Recall,F1
1,0.623,0.6269855650098884,0.623,0.6217340590161795
2,0.6305,0.6340576258246284,0.6305,0.629877126331767
3,0.6,0.6246579097615721,0.6,0.602908412599015
4,0.602,0.6239848597400706,0.602,0.6061174582148628
5,0.618,0.6163167186979396,0.6180000000000001,0.6129006619110802
