Fold,Accuracy,Precision,Recall,F1
1,0.4805,0.5116435864902767,0.4805,0.47095604295177595
2,0.542,0.5626935561875469,0.542,0.5406217772921387
3,0.5635,0.5725674904440334,0.5635,0.5659146947753397
4,0.5165,0.5418200606790565,0.5165,0.5179491118580786
5,0.5665,0.5744880808786934,0.5665,0.5664295906052104
