Fold,Accuracy,Precision,Recall,F1
1,0.603,0.6236029474284216,0.603,0.6021817920004076
2,0.5705,0.5821484332642699,0.5705,0.5646354689660567
3,0.5395,0.5948342058588728,0.5395,0.5409748834060455
4,0.587,0.5973822883968419,0.587,0.5817730802426732
5,0.588,0.6017954671479981,0.588,0.5897161016173317
