metric,mean,std
accuracy,0.2644,0.005978294071054055
precision,0.25826465504446244,0.004458303125701271
recall,0.2655054150317628,0.0053989636849722765
f1,0.25846282146863386,0.005209761603684363
train_time,992.2160424232483,
inference_time,4.50767502784729,
,,
dataset_info,,
dataset,CIFARGS,
num_classes,10,
