Fold,Epoch,Train_Loss,Val_Loss,Train_Acc,Val_Acc
1,1,487.34458124637604,107.61562812328339,0.283,0.372
1,2,401.60328137874603,99.86797213554382,0.416625,0.406
1,3,361.7498763203621,94.41128671169281,0.47375,0.4525
1,4,335.1889966726303,89.41551381349564,0.515875,0.488
1,5,305.03664714097977,91.22037255764008,0.565,0.48
1,6,279.68948781490326,90.52144593000412,0.601625,0.486
1,7,250.511714220047,94.7711256146431,0.64575,0.486
1,8,216.81758958101273,94.79708474874496,0.697375,0.5165
1,9,201.40268114209175,95.42146784067154,0.710375,0.508
1,10,168.3323501944542,101.25859898328781,0.76525,0.5205
1,11,147.39792248606682,113.36545026302338,0.796125,0.5
1,12,123.65817259252071,125.35083901882172,0.821375,0.5
1,13,98.64218901097775,141.53760397434235,0.862875,0.505
1,14,85.62028791755438,156.25345146656036,0.87875,0.517
1,15,72.06840030103922,161.4025286436081,0.896875,0.5
1,16,58.59897971339524,178.3901867866516,0.91975,0.502
1,17,47.199352676048875,197.96719694137573,0.934625,0.4875
1,18,40.025664972141385,205.7936053276062,0.94525,0.495
1,19,50.29204084165394,212.95789623260498,0.933625,0.4855
1,20,43.281387055292726,228.77075922489166,0.94125,0.466
2,1,487.8946301937103,107.0040875673294,0.2875,0.3845
2,2,406.9575297832489,101.81534814834595,0.41675,0.417
2,3,367.2185341119766,93.75231784582138,0.47475,0.465
2,4,333.72995865345,90.23139482736588,0.521875,0.4925
2,5,301.4549899697304,90.24272608757019,0.56575,0.5045
2,6,265.77653151750565,91.39843118190765,0.623375,0.4925
2,7,240.13645714521408,94.45192018151283,0.657,0.509
2,8,203.80630865693092,95.62088561058044,0.713375,0.5185
2,9,174.82895651459694,102.3807298541069,0.755875,0.5045
2,10,147.25239369273186,113.51229029893875,0.8005,0.5075
2,11,119.16883680224419,122.76103270053864,0.837625,0.497
2,12,90.96303860098124,133.86522871255875,0.8765,0.4935
2,13,69.8945141993463,145.10742592811584,0.90525,0.496
2,14,56.347481332719326,169.16488325595856,0.926875,0.5
2,15,44.12917613051832,170.59270066022873,0.939375,0.4845
2,16,43.00352882966399,194.5726996064186,0.94425,0.496
2,17,32.641490899026394,201.89754658937454,0.959,0.49
2,18,33.75110900262371,214.81418550014496,0.954375,0.489
2,19,28.51927468692884,228.84265160560608,0.961625,0.4835
2,20,25.86540244985372,238.68860137462616,0.965125,0.478
3,1,506.802379488945,118.10078406333923,0.246875,0.3355
3,2,420.98016023635864,107.44596982002258,0.395,0.377
3,3,393.0727845430374,102.03831148147583,0.429625,0.4175
3,4,363.72471910715103,97.17563712596893,0.469625,0.443
3,5,339.23740339279175,97.49743658304214,0.50775,0.459
3,6,318.5178575515747,106.3214054107666,0.540625,0.429
3,7,298.7758094072342,99.35315996408463,0.565375,0.4505
3,8,275.5112479329109,100.88820534944534,0.596875,0.4565
3,9,250.23189914226532,107.03586256504059,0.640875,0.448
3,10,236.80791544914246,111.15731197595596,0.655375,0.439
3,11,209.99448990821838,113.54848945140839,0.6975,0.4535
3,12,186.95092940330505,121.95525300502777,0.7295,0.459
3,13,168.39857378602028,131.6549996137619,0.76475,0.4465
3,14,144.15509068965912,143.01493966579437,0.794125,0.459
3,15,125.7205262184143,150.2336221933365,0.821875,0.4555
3,16,110.75273409485817,161.6524679660797,0.841625,0.454
3,17,93.18705706298351,179.1647003889084,0.86675,0.45
3,18,88.75349846482277,195.2214869260788,0.872375,0.4505
3,19,80.78857006132603,213.57013964653015,0.88475,0.4435
3,20,66.1295964717865,214.42619049549103,0.9025,0.4475
4,1,511.1021052598953,108.83444786071777,0.231125,0.3615
4,2,411.0020079612732,100.17069751024246,0.396125,0.41
4,3,362.7972497344017,91.54038035869598,0.472,0.443
4,4,316.8786433339119,87.30208551883698,0.5465,0.483
4,5,275.645466029644,85.6083537042141,0.604375,0.513
4,6,229.26189637184143,89.41208517551422,0.67825,0.5245
4,7,172.6723602116108,95.51582878828049,0.75975,0.52
4,8,124.39280074834824,109.24786931276321,0.829,0.5085
4,9,83.48207627236843,117.22628509998322,0.8885,0.524
4,10,50.26135400310159,134.32568156719208,0.937375,0.524
4,11,32.69995227269828,150.2041039466858,0.961875,0.5185
4,12,20.73009053617716,166.51081919670105,0.9755,0.523
4,13,15.969301097560674,181.63298827409744,0.983,0.5215
4,14,17.145515856333077,195.79367178678513,0.981875,0.5145
4,15,19.132752563804388,197.6195120215416,0.9745,0.514
4,16,21.20132837840356,203.6404808163643,0.97175,0.4845
4,17,25.862833057995886,215.06468081474304,0.964625,0.5005
4,18,11.217356815119274,238.20451438426971,0.987,0.503
4,19,7.415438264026307,235.3320175409317,0.990625,0.521
4,20,7.067630563804414,247.73453438282013,0.992625,0.5115
5,1,481.47515761852264,101.10233497619629,0.28425,0.421
5,2,380.4113827943802,92.05200690031052,0.4535,0.4705
5,3,336.68032002449036,86.51121461391449,0.51875,0.4995
5,4,291.97107315063477,82.44969379901886,0.5885,0.5385
5,5,251.13252121210098,84.29020923376083,0.642375,0.5395
5,6,207.37281560897827,85.83332785964012,0.704,0.5305
5,7,160.64180332422256,93.05953252315521,0.776,0.543
5,8,113.27530343830585,104.6264032125473,0.84525,0.544
5,9,77.98637227714062,121.3733047246933,0.895125,0.5375
5,10,53.50509775429964,141.54275238513947,0.93025,0.533
5,11,36.27157491631806,152.00586533546448,0.954,0.5225
5,12,32.4762386828661,187.34713912010193,0.958,0.5105
5,13,23.505974571220577,189.1883076429367,0.9725,0.5225
5,14,13.725546767003834,210.45522320270538,0.983625,0.5245
5,15,18.728786854306236,212.26373118162155,0.977,0.524
5,16,31.336461128201336,215.8424540758133,0.95675,0.5155
5,17,24.25162155414,228.6879484653473,0.9665,0.515
5,18,12.396511165774427,237.44125604629517,0.984125,0.523
5,19,5.180073562252801,264.22031021118164,0.993375,0.5185
5,20,8.874481043894775,256.8442221879959,0.988875,0.5305
