fold,accuracy,precision,recall,f1
1,0.2645,0.2588589859394098,0.26570849373826344,0.26092920608753956
2,0.2785,0.2756299115238071,0.27957646853197005,0.27262441538592586
3,0.26,0.25569956733506627,0.2608133656889316,0.25598366952648755
4,0.267,0.26216318061571503,0.2683264633497132,0.2612903969150847
5,0.2625,0.25675004884570807,0.26197508661742586,0.25785188596694447
