Fold,Accuracy,Precision,Recall,F1
1,0.5485,0.5806944428527788,0.5485,0.5526127889763992
2,0.5395,0.5591113657875257,0.5395,0.5357332948319964
3,0.543,0.5614052692796512,0.5429999999999999,0.5449164118169294
4,0.5665,0.5870641266748972,0.5665,0.5713228058285225
5,0.578,0.5754189714605478,0.5780000000000001,0.5742662873791374
