metric,mean,std
accuracy,0.2672,0.007984985911070858
precision,0.26192435406916237,0.007454885852657799
recall,0.26785416961691527,0.007974834025055695
f1,0.26250388954260406,0.007311453309708324
train_time,764.382252073288,
inference_time,1744997261.318409,
,,
dataset_info,,
dataset,CIFAR10,
num_classes,10,
