Fold,Accuracy,Precision,Recall,F1
1,0.584,0.6168959935837293,0.584,0.589316697171499
2,0.6015,0.6348028156251226,0.6015,0.6115606144699959
3,0.5725,0.5964715603837301,0.5725,0.5732119121500027
4,0.593,0.6051626975686397,0.5930000000000001,0.5923251858184477
5,0.592,0.6157745496739782,0.5920000000000001,0.5973880377015275
