Fold,Accuracy,Precision,Recall,F1
1,0.36,0.39110854095179376,0.36,0.3538843195132392
2,0.375,0.42376890482314267,0.375,0.36464176861331377
3,0.365,0.37365661220499935,0.365,0.35178542188612016
4,0.4075,0.42223528427278206,0.40750000000000003,0.40873434870203196
5,0.34,0.3379769456723477,0.33999999999999997,0.32999488800214116
