Fold,Accuracy,Precision,Recall,F1
1,0.9517857142857142,0.9534841835410808,0.9517857142857142,0.9518339150761184
2,0.9482142857142857,0.9538125913779526,0.9482142857142856,0.9482882016503194
3,0.9517857142857142,0.954277378303191,0.9517857142857143,0.9518879837527494
4,0.9160714285714285,0.9184763414524719,0.9160714285714286,0.9151831151648497
5,0.9660714285714286,0.9666158822839795,0.9660714285714285,0.9661539887822789
