fold,accuracy,precision,recall,f1
1,0.6875,0.7034765271723852,0.6895420383293969,0.6924064249431984
2,0.7107142857142857,0.7112175968667626,0.7140952613123674,0.7119403906355836
3,0.7053571428571429,0.7141805045701412,0.7032425465385373,0.7060825245831651
4,0.6875,0.6857278733569228,0.6903913839473181,0.6857695648879647
5,0.6910714285714286,0.6930474520844659,0.6913311996543594,0.6875532405415791
