Fold,Accuracy,Precision,Recall,F1
1,0.9482142857142857,0.9494521643050291,0.9482142857142858,0.9484300932969213
2,0.8125,0.8412181610221406,0.8125,0.8094509169671147
3,0.9410714285714286,0.942847496965378,0.9410714285714284,0.9414318031250684
4,0.9571428571428572,0.9571943042489874,0.9571428571428572,0.9570825466963708
5,0.9571428571428572,0.95853592296996,0.9571428571428572,0.9573317231803165
