metric,mean,std
accuracy,0.6996428571428571,0.00967586941724578
precision,0.7030186608175409,0.011257586276962606
recall,0.7014600248788683,0.008717877088938345
f1,0.7002038608006063,0.009353868268628716
train_time,189.46783776283263,
inference_time,1744994434.4818306,
,,
dataset_info,,
dataset,iCubWorld1.0,
num_classes,7,
