num_per_class,accuracy,precision,recall,f1
50,0.5914285714285714,0.6359495663067092,0.5914285714285714,0.5806320168282171
100,0.7571428571428572,0.798583256567844,0.7571428571428571,0.7543202345347766
200,0.8521428571428571,0.8731088761948937,0.8521428571428572,0.8529654547992012
300,0.8085714285714285,0.8452811893519001,0.8085714285714285,0.8045727078666131
400,0.9232142857142858,0.929849609902299,0.9232142857142858,0.9227454166531583
