fold,accuracy,precision,recall,f1
1,0.6892857142857143,0.6945119257411848,0.6927973788828997,0.6929108126618433
2,0.7035714285714286,0.7064222909312429,0.7074182687412226,0.7053185935526823
3,0.7053571428571429,0.7141805045701412,0.7032425465385373,0.7060825245831651
4,0.6875,0.6857278733569228,0.6903913839473181,0.6857695648879647
5,0.7125,0.714250709488213,0.713450546284364,0.7109378083173753
