Fold,Accuracy,Precision,Recall,F1
1,0.9107142857142857,0.9132229658350068,0.9107142857142856,0.9111011433493704
2,0.9160714285714285,0.9165932671449514,0.9160714285714284,0.9160768332698642
3,0.9196428571428571,0.9211791664589369,0.9196428571428571,0.9195003210364192
4,0.875,0.8784636058688068,0.8749999999999999,0.8733049207669118
5,0.925,0.926430404672726,0.9249999999999999,0.9250545539373526
