Fold,Accuracy,Precision,Recall,F1
1,0.9660714285714286,0.9678832064330012,0.9660714285714286,0.9661663685240743
2,0.9678571428571429,0.9686486834255656,0.9678571428571429,0.967968536865363
3,0.9553571428571429,0.9560591510206798,0.9553571428571429,0.9553614868275597
4,0.9535714285714286,0.9547135768494283,0.9535714285714285,0.9530824822472849
5,0.9607142857142857,0.9617295082331117,0.9607142857142856,0.9607666225919207
