metric,mean,std
accuracy,0.38571428571428573,0.03642156795423417
precision,0.3890512135831729,0.034988697459680335
recall,0.3876454393778796,0.03647447781026584
f1,0.38615528524026976,0.036397651087927925
train_time,152.23142132759094,
inference_time,0.7861931324005127,
,,
dataset_info,,
dataset,iCubGS,
num_classes,7,
