metric,mean,std
accuracy,0.6389285714285714,0.01867416637485912
precision,0.640808373591965,0.01824093447543844
recall,0.6395941496352229,0.0198671115957568
f1,0.6386358968649819,0.01914770643547488
train_time,80.90418610572814,
inference_time,0.7460665702819824,
,,
dataset_info,,
dataset,iCubGS,
num_classes,7,
