metric,mean,std
accuracy,0.7082142857142857,0.02756254483082107
precision,0.7112131307569507,0.026334212249189727
recall,0.7083940756607274,0.026047204222544206
f1,0.7076244040584336,0.027495070285459895
train_time,196.75121035575867,
inference_time,0.8325491905212402,
,,
dataset_info,,
dataset,iCubGS,
num_classes,7,
