metric,mean,std
accuracy,0.7160714285714286,0.024327694808466267
precision,0.7197001395113111,0.02391174141731535
recall,0.7166586428279798,0.02388282430318983
f1,0.716316094710499,0.02523763427650586
train_time,205.97946119308472,
inference_time,0.8707505702972412,
,,
dataset_info,,
dataset,iCubGS,
num_classes,7,
