metric,mean,std
accuracy,0.6875,0.016405262968365513
precision,0.689829826181354,0.015672801234981222
recall,0.6883736675441959,0.0162357186835608
f1,0.6872774761160863,0.01676935053733917
train_time,151.34104075431824,
inference_time,0.8474283218383789,
,,
dataset_info,,
dataset,iCubGS,
num_classes,7,
