Fold,Epoch,Train_Loss,Val_Loss,Train_Acc,Val_Acc
1,1,65.41571336984634,18.127644073218107,0.6508928571428572,0.6642857142857143
1,2,24.752454429864883,16.37360705807805,0.8816964285714286,0.7607142857142857
1,3,20.151164669543505,30.05153759451423,0.9098214285714286,0.6125
1,4,14.315922498703003,8.185342979384586,0.9383928571428571,0.8339285714285715
1,5,7.519281422719359,3.526531958836131,0.9647321428571428,0.925
1,6,6.287151913391426,26.723567421315238,0.9723214285714286,0.6821428571428572
1,7,8.483081960119307,70.66917042434216,0.9584821428571428,0.5571428571428572
1,8,10.297322831116617,2.4904783368110657,0.959375,0.9553571428571429
1,9,3.6182929112110287,3.751814519520849,0.9866071428571429,0.9392857142857143
1,10,4.3742550442693755,3.1708632891532034,0.9799107142857143,0.9571428571428572
1,11,5.331016777083278,5.964153629494831,0.978125,0.9071428571428571
1,12,3.267993316636421,4.308035145048052,0.9857142857142858,0.9357142857142857
1,13,3.7087764205643907,5.247946175222751,0.984375,0.9321428571428572
1,14,1.3007142709684558,1.886100632371381,0.9941964285714285,0.9696428571428571
1,15,1.9764123139320873,16.047174524515867,0.9901785714285715,0.7982142857142858
1,16,4.150375687633641,2.406668895011535,0.9830357142857142,0.9571428571428572
1,17,3.622113852063194,26.17483855140017,0.9816964285714286,0.7071428571428572
1,18,4.321145454421639,6.490177082217997,0.9776785714285714,0.8928571428571429
1,19,3.404166280699428,11.626176415709779,0.9852678571428571,0.85
1,20,1.512955320009496,2.1409508080687374,0.9924107142857143,0.9678571428571429
2,1,59.67704139649868,57.04282500175759,0.6848214285714286,0.4714285714285714
2,2,24.644506715238094,10.47653309861198,0.88125,0.7964285714285714
2,3,17.666711702942848,15.3123037078185,0.9183035714285714,0.7357142857142858
2,4,13.249465184286237,20.956239390437077,0.9388392857142858,0.7089285714285715
2,5,9.968151091597974,7.018242626700157,0.9558035714285714,0.8553571428571428
2,6,6.54353804141283,3.857675151899457,0.9691964285714286,0.9375
2,7,5.468814034247771,7.934089517220855,0.975,0.8767857142857143
2,8,6.326832402031869,6.748485768679529,0.96875,0.9
2,9,4.860243894858286,4.0139849884435534,0.9776785714285714,0.9339285714285714
2,10,2.0640448570484295,15.658580352086574,0.990625,0.7732142857142857
2,11,4.460184916853905,5.234886560589075,0.9803571428571428,0.9053571428571429
2,12,3.0679120193235576,17.168092528227135,0.9892857142857143,0.7964285714285714
2,13,3.3964402708224952,23.61972014978528,0.9848214285714286,0.6410714285714286
2,14,3.4933109801495448,4.237346838293888,0.984375,0.9285714285714286
2,15,3.0714569898555055,4.206140741240233,0.9861607142857143,0.9428571428571428
2,16,1.0785243679129053,2.333169555713539,0.9959821428571428,0.9607142857142857
2,17,3.4841163220407907,30.890856666956097,0.9857142857142858,0.6589285714285714
2,18,6.89595258445479,7.113078071426571,0.9691964285714286,0.8839285714285714
2,19,4.940797132323496,2.5345647634167108,0.9799107142857143,0.9517857142857142
2,20,0.645282452183892,2.169610252880375,0.9973214285714286,0.9803571428571428
3,1,68.74247509241104,10.938946045935154,0.6455357142857143,0.7767857142857143
3,2,23.419948995113373,42.31792627417599,0.8830357142857143,0.6
3,3,15.693014554679394,8.06228906661272,0.9223214285714286,0.8482142857142857
3,4,14.046166127547622,9.070280684158206,0.9370535714285714,0.8464285714285714
3,5,7.87952322140336,3.557125775143504,0.9647321428571428,0.9321428571428572
3,6,8.070224238559604,3.960543958703056,0.9625,0.9285714285714286
3,7,7.359509438276291,7.213011121028103,0.9678571428571429,0.8875
3,8,5.258648985531181,9.241159002995118,0.9758928571428571,0.8660714285714286
3,9,2.949943104526028,9.114867655793205,0.9888392857142857,0.8517857142857143
3,10,2.9869927526451647,9.970164322381606,0.9870535714285714,0.8607142857142858
3,11,4.364434468559921,3.356313463766128,0.984375,0.9410714285714286
3,12,6.908370557706803,17.475960840005428,0.9678571428571429,0.7553571428571428
3,13,5.350661002332345,4.530950803597079,0.9736607142857143,0.9214285714285714
3,14,3.3488705127383582,4.479604053602088,0.9852678571428571,0.9232142857142858
3,15,4.513622898841277,7.7562198414088925,0.978125,0.8928571428571429
3,16,4.037121404893696,4.235353530413704,0.9785714285714285,0.9357142857142857
3,17,2.232101420406252,3.1379884493071586,0.9901785714285715,0.9553571428571429
3,18,0.8129523395036813,2.6313273961131927,0.9973214285714286,0.9660714285714286
3,19,0.524517386322259,3.1472189812047873,0.9982142857142857,0.9589285714285715
3,20,2.467886259582883,9.67130932285363,0.9897321428571428,0.8892857142857142
4,1,65.00233706831932,13.705832466483116,0.6580357142857143,0.7303571428571428
4,2,30.550096482038498,19.477589410089422,0.8553571428571428,0.7303571428571428
4,3,13.82978731021285,11.15564344637096,0.9361607142857142,0.8482142857142857
4,4,10.485966662876308,8.395548855798552,0.9517857142857142,0.8660714285714286
4,5,11.841858332511038,5.714949704706669,0.9477678571428572,0.8964285714285715
4,6,6.838654037099332,10.485577027022373,0.9691964285714286,0.8357142857142857
4,7,5.789643137250096,15.584740573423915,0.9745535714285715,0.7517857142857143
4,8,3.530095884227194,6.095543632400222,0.9839285714285714,0.9035714285714286
4,9,7.294858706416562,14.244020044105127,0.9700892857142858,0.7732142857142857
4,10,6.010302243521437,6.163152585737407,0.975,0.8928571428571429
4,11,3.9027361961780116,5.483138608164154,0.9839285714285714,0.9125
4,12,2.900440259370953,10.119299621104801,0.9852678571428571,0.8446428571428571
4,13,3.05955684647779,4.336072956211865,0.9861607142857143,0.9375
4,14,1.1357803061255254,4.829373061147635,0.9950892857142857,0.9375
4,15,2.303845118818572,5.747667783314682,0.9897321428571428,0.9107142857142857
4,16,2.8304895440815017,4.687369706691243,0.9888392857142857,0.9285714285714286
4,17,5.263783142727334,8.607221008976921,0.9763392857142857,0.8875
4,18,6.784080273238942,5.23479341622442,0.9633928571428572,0.9142857142857143
4,19,1.0558091213461012,3.878488005444524,0.9955357142857143,0.9446428571428571
4,20,0.5732329258316895,3.275112312694546,0.9973214285714286,0.9446428571428571
5,1,65.20972287654877,20.076943039894104,0.6526785714285714,0.6285714285714286
5,2,25.07538314908743,15.862146109342575,0.8754464285714286,0.7375
5,3,18.82250053063035,42.17917529057377,0.9102678571428572,0.5678571428571428
5,4,11.162060691043735,3.8868816206231713,0.9495535714285714,0.9160714285714285
5,5,8.176300992257893,12.163966707753843,0.9575892857142857,0.8089285714285714
5,6,9.236115142703056,13.371874797862802,0.9580357142857143,0.7982142857142858
5,7,5.202163639944047,4.15596617013216,0.9803571428571428,0.9392857142857143
5,8,5.6127566755749285,5.506223188713193,0.975,0.9160714285714285
5,9,6.043840627651662,10.694754934869707,0.9696428571428571,0.8642857142857143
5,10,4.323733706725761,5.934851593337953,0.9803571428571428,0.9017857142857143
5,11,3.9266847509425133,3.408122948836535,0.9767857142857143,0.95
5,12,3.8990386886289343,37.64572487771511,0.9834821428571429,0.6339285714285714
5,13,5.193037598859519,7.171600092202425,0.9763392857142857,0.8803571428571428
5,14,3.4885875040199608,4.841792847029865,0.9875,0.9107142857142857
5,15,0.8577419548237231,2.3844822300525266,0.9964285714285714,0.9642857142857143
5,16,0.2607788917666767,2.4869534341269173,0.9991071428571429,0.9625
5,17,0.36005374590604333,2.750779705485911,0.9982142857142857,0.9589285714285715
5,18,3.0113361711846665,9.065776496427134,0.9866071428571429,0.9017857142857143
5,19,5.305980639299378,3.2160860479343683,0.9763392857142857,0.9482142857142857
5,20,1.6645792894414626,12.39279377926141,0.9924107142857143,0.8428571428571429
