Fold,Epoch,Train_Loss,Val_Loss,Train_Acc,Val_Acc
1,1,139.78566551208496,109.97911800982911,0.6428571428571429,0.45714285714285713
1,2,68.22256994992495,39.699947252869606,0.8361607142857143,0.6803571428571429
1,3,40.588647251948714,11.648045117151923,0.8991071428571429,0.8714285714285714
1,4,34.27269125543535,24.573026212863624,0.9107142857142857,0.7625
1,5,19.328828774858266,10.094169167015934,0.9517857142857142,0.8857142857142857
1,6,30.647367307916284,7.53819613577798,0.9303571428571429,0.9232142857142858
1,7,13.465666252654046,9.607515290430456,0.9691964285714286,0.9214285714285714
1,8,11.892771182581782,33.129786583886016,0.9732142857142857,0.775
1,9,15.757374284556136,11.833840323844925,0.9607142857142857,0.8946428571428572
1,10,8.568946491694078,3.710926967789419,0.9821428571428571,0.9732142857142857
1,11,6.220116300188238,15.043152106343769,0.9839285714285714,0.8589285714285714
1,12,14.601936854189262,6.684508409671253,0.9660714285714286,0.9410714285714286
1,13,10.823992367717437,5.5922171596685075,0.9772321428571429,0.9464285714285714
1,14,7.670231547905132,3.0996614693012816,0.9794642857142857,0.9732142857142857
1,15,5.034413656045217,7.579872081551002,0.9857142857142858,0.9321428571428572
1,16,6.013734214153374,5.589885621200665,0.9839285714285714,0.9589285714285715
1,17,6.501949567173142,9.840443773526772,0.9866071428571429,0.925
1,18,2.2314888214459643,6.388774382692645,0.9950892857142857,0.9535714285714286
1,19,5.297753443621332,2.593547648485412,0.990625,0.975
1,20,0.3511287350920611,2.7848632636764705,1.0,0.9767857142857143
2,1,141.76619309186935,64.5323383025825,0.6214285714285714,0.4589285714285714
2,2,63.30540833622217,100.40847544488497,0.8508928571428571,0.4607142857142857
2,3,49.147940278053284,107.0006927242357,0.884375,0.4607142857142857
2,4,36.95600076485425,12.291232652016333,0.9160714285714285,0.8571428571428571
2,5,22.532853100914508,42.30574117708602,0.9477678571428572,0.6964285714285714
2,6,20.567254012217745,13.301055243005976,0.95625,0.875
2,7,13.997500686673447,6.339391490313574,0.9678571428571429,0.9535714285714286
2,8,9.103098672872875,8.521779669426905,0.9772321428571429,0.9285714285714286
2,9,11.71461630682461,11.374918654903013,0.9696428571428571,0.9232142857142858
2,10,12.070133938628715,26.60066036960052,0.9732142857142857,0.7857142857142857
2,11,12.484429189469665,13.136518226001783,0.9714285714285714,0.8964285714285715
2,12,10.057667865185067,48.06810124423646,0.9772321428571429,0.7089285714285715
2,13,9.347486354527064,4.857143228611676,0.9790178571428572,0.9660714285714286
2,14,6.258832836902002,8.608884658751776,0.9861607142857143,0.925
2,15,9.138206565578002,20.585498763124633,0.9808035714285714,0.8642857142857143
2,16,7.170500401756726,6.814455723811989,0.9852678571428571,0.9553571428571429
2,17,9.710955861752154,5.7266950124903815,0.9803571428571428,0.9446428571428571
2,18,4.6288835921441205,5.984565177710465,0.9946428571428572,0.95
2,19,4.54206305462867,7.340037086256416,0.9924107142857143,0.9285714285714286
2,20,7.445487156539457,4.410872401931556,0.984375,0.9625
3,1,132.75593207776546,180.71612614393234,0.6522321428571428,0.41785714285714287
3,2,66.58412279188633,15.049156501889229,0.8290178571428571,0.8553571428571428
3,3,40.83522575162351,8.66636611847207,0.9049107142857142,0.9107142857142857
3,4,36.21599356364459,22.222348699346185,0.9200892857142857,0.7767857142857143
3,5,24.11003982787952,11.884584198705852,0.95,0.8946428571428572
3,6,21.493202833924443,6.826463815450552,0.9491071428571428,0.9392857142857143
3,7,13.066907183965668,33.94224423487685,0.971875,0.7642857142857142
3,8,15.979750528000295,12.077241708106158,0.9642857142857143,0.8982142857142857
3,9,9.309386343229562,5.500018463098968,0.9803571428571428,0.95
3,10,18.908426430658437,6.894026490626857,0.9616071428571429,0.9428571428571428
3,11,8.750552855664864,14.870418670596223,0.9803571428571428,0.8767857142857143
3,12,10.054900514951441,7.109969974204432,0.9790178571428572,0.9339285714285714
3,13,12.23658576759044,42.21809657626727,0.9745535714285715,0.7375
3,14,11.754756853275467,4.133591878184234,0.9714285714285714,0.9678571428571429
