Fold,Epoch,Train_Loss,Val_Loss,Train_Acc,Val_Acc
1,1,128.798783659935,27.567644000053406,0.2513392857142857,0.48392857142857143
1,2,80.8988790512085,16.59984716773033,0.5875,0.6589285714285714
1,3,58.959449768066406,17.650782614946365,0.7075892857142857,0.6482142857142857
1,4,46.22203379869461,12.893531084060669,0.784375,0.75
1,5,42.00194463133812,10.27386573702097,0.7919642857142857,0.7910714285714285
1,6,28.763366669416428,8.190918032079935,0.8660714285714286,0.8535714285714285
1,7,20.574282817542553,7.804979362525046,0.9125,0.875
1,8,19.454755306243896,5.57905974984169,0.9058035714285714,0.8910714285714286
1,9,13.144881002604961,5.626759646926075,0.9410714285714286,0.9071428571428571
1,10,13.235482312738895,4.7006005719304085,0.9388392857142858,0.8982142857142857
1,11,8.886064974591136,5.653144579613581,0.9665178571428571,0.8928571428571429
1,12,8.57187089510262,4.819030224112794,0.9620535714285714,0.9214285714285714
1,13,5.869194816797972,7.023318963125348,0.9808035714285714,0.8910714285714286
1,14,6.805773850064725,6.041669344995171,0.971875,0.9089285714285714
1,15,4.116080678068101,5.442881664392189,0.9861607142857143,0.925
1,16,6.001794024370611,5.32013511727564,0.9723214285714286,0.9196428571428571
1,17,3.571399128995836,6.250952296657488,0.9866071428571429,0.9196428571428571
1,18,2.825140594970435,5.52542908070609,0.9888392857142857,0.9178571428571428
1,19,1.3199721676064655,4.906560772564262,0.9964285714285714,0.9303571428571429
1,20,0.7679469906724989,4.748251672019251,0.9995535714285714,0.9303571428571429
2,1,119.27142894268036,25.49259003996849,0.328125,0.4589285714285714
2,2,72.40781742334366,16.565023183822632,0.6232142857142857,0.6714285714285714
2,3,47.408629685640335,16.8074549138546,0.7709821428571428,0.7267857142857143
2,4,36.59438505768776,10.333757296204567,0.8241071428571428,0.8267857142857142
2,5,27.576354935765266,11.302111405879259,0.8678571428571429,0.7821428571428571
2,6,21.156107917428017,7.765624471008778,0.8982142857142857,0.8678571428571429
2,7,17.16025686264038,10.00623921584338,0.9160714285714285,0.8339285714285715
2,8,11.589370114728808,7.013789802324027,0.9491071428571428,0.8875
