fold,accuracy,precision,recall,f1
1,0.42142857142857143,0.42290845854064246,0.4250694712754944,0.4233254953400552
2,0.37857142857142856,0.3816927419445785,0.38106462114174783,0.37856384046149566
3,0.42857142857142855,0.4310102245102678,0.42867744290582027,0.4274501430744372
4,0.37142857142857144,0.37503113016759515,0.37340372427706253,0.37271722314743616
5,0.32857142857142857,0.33461351275278073,0.33001193728927314,0.32871972417792455
