Fold,Accuracy,Precision,Recall,F1
1,0.9303571428571429,0.9313116378803464,0.9303571428571428,0.930136425857944
2,0.9142857142857143,0.9146681150792244,0.9142857142857144,0.9141483164133956
3,0.9339285714285714,0.9342142340994178,0.9339285714285713,0.9339261586659904
4,0.9071428571428571,0.9078601170416344,0.9071428571428571,0.9071467391752236
5,0.9160714285714285,0.9161163525511896,0.9160714285714286,0.9157876415359164
