metric,mean,std
accuracy,0.6864285714285715,0.009948848769417235
precision,0.6889170621409594,0.009326998098621099
recall,0.6886145807218955,0.01026170372116434
f1,0.6845140769806509,0.010390188066896679
train_time,145.92037477493287,
inference_time,1.0804759979248046,
,,
dataset_info,,
dataset,iCubGS,
num_classes,7,
