fold,accuracy,precision,recall,f1
1,0.6839285714285714,0.6909455721562866,0.6866973088160374,0.6828607809444157
2,0.7053571428571429,0.7049397929715532,0.7077270364351635,0.7040781244325187
3,0.6857142857142857,0.68629894522266,0.6838374785290353,0.6823911461775719
4,0.6803571428571429,0.6861084793043409,0.6877733066987838,0.680167012089902
5,0.6767857142857143,0.6762925210499561,0.6770377731304577,0.6730733212588464
