fold,accuracy,precision,recall,f1
1,0.7267857142857143,0.7293102858326986,0.725020382891617,0.7250355318524727
2,0.7392857142857143,0.7427563026175338,0.7402595565799203,0.7404446678892385
3,0.7178571428571429,0.7180276915917781,0.7160518207317631,0.7160776541321435
4,0.6607142857142857,0.6670960747762587,0.6650645528630059,0.6608726556112228
5,0.6964285714285714,0.6988752989664844,0.6955740652373302,0.6956915108070908
